desciption1,desciption2
"เอื้องหมายนา (ชื่อวิทยาศาสตร์: Costus speciosus, หรือ Cheilocostus speciosus; อังกฤษ: Indian Head Ginger) หรือ เอื้องเพชรม้า เป็นพืชล้มลุกอายุหลายฤดู จัดอยู่ในวงศ์เอื้องหมายนา ชอบขึ้นในที่ชื้นแฉะ มีเหง้าใต้ดิน ใช้เป็นไม้ประดับได้ เจริญได้ดีทั้งในที่ได้รับร่มเงาบ้าง หรือกลางแสงแดดจัดที่มีความชื้นสูง เอื้องหมายนาเป็นพืชมีถิ่นกำเนิดในเขตร้อนและเป็นพืชประจำถิ่นในประเทศอินเดีย ภูมิภาคเอเชียตะวันออกเฉียงใต้ จนถึงเกาะนิวกินี",เพื่อให้ต้นไม้มีการเจริญเติบโตได้อย่างดี อยู่กับคุณไปนานๆ คุณก็ควรดูแลต้นไม้ให้ถูกวิธี โดยการเลือกดินให้เหมาะสมกับชนิดพืช ใส่กรวดลงไปในดินบ้างเพื่อให้ช่วยยึดพืช พร้อมเพิ่มช่องว่างให้อากาศและน้ำถ่ายเทได้อย่างสะดวก ไม่ขังอยู่ในกระถางจนรากเน่าตาย และควรรดน้ำกับความต้องการของต้นไม้ และนำไปตากแดดบ้าง เพื่อให้พืชได้รับแสงอาทิตย์ไว้คอยสังเคราะห์แสง แต่ถึงกระนั้นก็ไม่ควรตั้งกระถางต้นไม้ในที่ร้อนจัดหรือโดนแดดแรงจัดๆอย่างตรงๆมากเกินไป ส่วนพื้นที่มีลมแรงมาก ๆ ก็ไม่เหมาะ เนื่องจากอาจจะทำให้ลำต้นเอียงได้
เป็นไม้พุ่มขนาดเล็ก สูง 2-4 เมตร แตกกิ่งขนาดเล็กจำนวนมาก เปลือกลำต้นสีน้ำตาลเป็นปุ่มปมเล็ก ใบเดี่ยวเรียงเวียนสลับ ยาว 5-8 เซนติเมตร ขอบใบเป็นคลื่น ผิวใบเรียบเป็นมันทั้งสองด้าน ดอกออกเป็นช่อสีขาวที่ปลายกิ่ง มีดอกย่อย 15-20 ดอก โคนกลีบดอกเป็นหลอด ยาว 1 เซนติเมตร ปลายแยกเป็น 5-6 กลีบ เมื่อบานมีเส้นผ่านศูนย์กลาง 6-8 มิลลิเมตร ผลกลม เปลือกนิ่มสีดำ,เพื่อให้ต้นไม้มีการเจริญเติบโตได้อย่างดี อยู่กับคุณไปนานๆ คุณก็ควรดูแลต้นไม้ให้ถูกวิธี โดยการเลือกดินให้เหมาะสมกับชนิดพืช ใส่กรวดลงไปในดินบ้างเพื่อให้ช่วยยึดพืช พร้อมเพิ่มช่องว่างให้อากาศและน้ำถ่ายเทได้อย่างสะดวก ไม่ขังอยู่ในกระถางจนรากเน่าตาย และควรรดน้ำกับความต้องการของต้นไม้ และนำไปตากแดดบ้าง เพื่อให้พืชได้รับแสงอาทิตย์ไว้คอยสังเคราะห์แสง แต่ถึงกระนั้นก็ไม่ควรตั้งกระถางต้นไม้ในที่ร้อนจัดหรือโดนแดดแรงจัดๆอย่างตรงๆมากเกินไป ส่วนพื้นที่มีลมแรงมาก ๆ ก็ไม่เหมาะ เนื่องจากอาจจะทำให้ลำต้นเอียงได้
พลับพลึงตีนเป็ด (ชื่อวิทยาศาสตร์: Hymenocallis littoralis Salisb) เป็นพืชตระกูล AMARYLLIDACEAE พบทุกภูมิภาคของประเทศไทย มีหัวอยู่ใต้ดินลำต้นกลมสูงประมาณ 30 ซม. ใบเป็นรูปแถบแคบเรียวแหลม ออกตรงข้ามกันสองข้าง ขอบใบเรียบ อวบน้ำ ดอกเป็นช่อกระจุกโปร่งมี 8 - 10 ดอก แต่ละดอกมีระยางค์ที่เกิดจาก ก้านเกสรเพศผู้ ที่เชื่อมติดกันเป็นวงคล้ายถ้วย บานตอนกลางคืน - เช้า มีกลิ่นหอมอ่อน ๆ ผลสดสีเขียว รูปร่างค่อนข้างกลม แก่จะเป็นสีน้ำตาล เมล็ดรูปร่างกลม ๆ เล็ก แก่แล้วเป็นสีน้ำตาล ขยายพันธุ์โดยการแยกหน่อปลูก มีประโยชน์ โดยใช้ใบนำเอามาย่างไฟพันแก้ฟกช้ำ บวม เคล็ดขัดยอก ใช้อยู่ไฟหลังคลอด หัวมีรสขม ในอินเดียใช้เป็นยาระบาย ขับเสมหะ รักษาโรคเกี่ยวกับน้ำดี,เพื่อให้ต้นไม้มีการเจริญเติบโตได้อย่างดี อยู่กับคุณไปนานๆ คุณก็ควรดูแลต้นไม้ให้ถูกวิธี โดยการเลือกดินให้เหมาะสมกับชนิดพืช ใส่กรวดลงไปในดินบ้างเพื่อให้ช่วยยึดพืช พร้อมเพิ่มช่องว่างให้อากาศและน้ำถ่ายเทได้อย่างสะดวก ไม่ขังอยู่ในกระถางจนรากเน่าตาย และควรรดน้ำกับความต้องการของต้นไม้ และนำไปตากแดดบ้าง เพื่อให้พืชได้รับแสงอาทิตย์ไว้คอยสังเคราะห์แสง แต่ถึงกระนั้นก็ไม่ควรตั้งกระถางต้นไม้ในที่ร้อนจัดหรือโดนแดดแรงจัดๆอย่างตรงๆมากเกินไป ส่วนพื้นที่มีลมแรงมาก ๆ ก็ไม่เหมาะ เนื่องจากอาจจะทำให้ลำต้นเอียงได้
พุดจีบ ชื่อวิทยาศาสตร์ Tabernaemontana divaricata (L.) R.Br. ex Roem. & Schult. จัดอยู่ในวงศ์ตีนเป็ด (APOCYNACEAE) และอยู่ในวงศ์ย่อยระย่อม (RAUVOLFIOIDEAE)[1],เพื่อให้ต้นไม้มีการเจริญเติบโตได้อย่างดี อยู่กับคุณไปนานๆ คุณก็ควรดูแลต้นไม้ให้ถูกวิธี โดยการเลือกดินให้เหมาะสมกับชนิดพืช ใส่กรวดลงไปในดินบ้างเพื่อให้ช่วยยึดพืช พร้อมเพิ่มช่องว่างให้อากาศและน้ำถ่ายเทได้อย่างสะดวก ไม่ขังอยู่ในกระถางจนรากเน่าตาย และควรรดน้ำกับความต้องการของต้นไม้ และนำไปตากแดดบ้าง เพื่อให้พืชได้รับแสงอาทิตย์ไว้คอยสังเคราะห์แสง แต่ถึงกระนั้นก็ไม่ควรตั้งกระถางต้นไม้ในที่ร้อนจัดหรือโดนแดดแรงจัดๆอย่างตรงๆมากเกินไป ส่วนพื้นที่มีลมแรงมาก ๆ ก็ไม่เหมาะ เนื่องจากอาจจะทำให้ลำต้นเอียงได้
"ชื่อวิทยาศาสตร์ Clerodendrum wallichiชื่อวงศ์ LABIATAEชื่ออื่นๆ ระย้าแก้ว,สังวาลย์พระอินทร์, ตุ้มหูพระอินทร์, พวงระย้าสร้อยสายเพชร เป็นไม้ทรงพุ่มขนาดเล็ก จัดเป็นพืชในวงศ์เดียวกันกับกระเพาะ มักพบเห็นได้ตามป่าเขาที่มีความร่มรื่นใต้ต้นไม้ มีถิ่นกำเนิดอยู่ในประเทศอินเดีย เนปาล ต่อมาได้แพร่กระจายพันธุ์ไปสู่เอเชียตะวันออกเฉียงใต้ และประเทศไทย",เพื่อให้ต้นไม้มีการเจริญเติบโตได้อย่างดี อยู่กับคุณไปนานๆ คุณก็ควรดูแลต้นไม้ให้ถูกวิธี โดยการเลือกดินให้เหมาะสมกับชนิดพืช ใส่กรวดลงไปในดินบ้างเพื่อให้ช่วยยึดพืช พร้อมเพิ่มช่องว่างให้อากาศและน้ำถ่ายเทได้อย่างสะดวก ไม่ขังอยู่ในกระถางจนรากเน่าตาย และควรรดน้ำกับความต้องการของต้นไม้ และนำไปตากแดดบ้าง เพื่อให้พืชได้รับแสงอาทิตย์ไว้คอยสังเคราะห์แสง แต่ถึงกระนั้นก็ไม่ควรตั้งกระถางต้นไม้ในที่ร้อนจัดหรือโดนแดดแรงจัดๆอย่างตรงๆมากเกินไป ส่วนพื้นที่มีลมแรงมาก ๆ ก็ไม่เหมาะ เนื่องจากอาจจะทำให้ลำต้นเอียงได้
"ชมนาด [ชม-มะ-นาด] หรือ ชำมะนาด (ชื่อวิทยาศาสตร์: Vallaris glabra; ชื่อพื้นเมืองอื่น ๆ คือ ดอกข้าวใหม่, อ้มส้าย (ภาคเหนือ), ชำมะนาดฝรั่ง) เป็นไม้รอเลื้อย จัดอยู่ในพวกไม้เถาขนาดกลาง สามารถแผ่ขยายได้ถึง 6–8 เมตร ใบเป็นใบเดี่ยว ออกตรงข้าม รูปไข่แกมรี ปลายแหลม โคนมน สีเขียว มีกลิ่นหอมเหมือนใบเตยซึ่งคล้ายกลิ่นข้าวใหม่ทำให้ได้ชื่อว่า ""ข้าวใหม่"" เป็นไม้ที่ชอบแดดจัดต้องการรับแสงแดดเต็มวัน ชอบดินร่วนซุยที่สามารถระบายน้ำได้ดี การใช้ประโยชน์ เป็นไม้ที่ดอกมีกลิ่นหอม บานช่วงเวลากลางคืน ใช้ทำน้ำอบ ข้าวแช่",เพื่อให้ต้นไม้มีการเจริญเติบโตได้อย่างดี อยู่กับคุณไปนานๆ คุณก็ควรดูแลต้นไม้ให้ถูกวิธี โดยการเลือกดินให้เหมาะสมกับชนิดพืช ใส่กรวดลงไปในดินบ้างเพื่อให้ช่วยยึดพืช พร้อมเพิ่มช่องว่างให้อากาศและน้ำถ่ายเทได้อย่างสะดวก ไม่ขังอยู่ในกระถางจนรากเน่าตาย และควรรดน้ำกับความต้องการของต้นไม้ และนำไปตากแดดบ้าง เพื่อให้พืชได้รับแสงอาทิตย์ไว้คอยสังเคราะห์แสง แต่ถึงกระนั้นก็ไม่ควรตั้งกระถางต้นไม้ในที่ร้อนจัดหรือโดนแดดแรงจัดๆอย่างตรงๆมากเกินไป ส่วนพื้นที่มีลมแรงมาก ๆ ก็ไม่เหมาะ เนื่องจากอาจจะทำให้ลำต้นเอียงได้
มะขาม เป็นไม้เขตร้อน มีถิ่นกำเนิดอยู่ในทวีปแอฟริกาแถบประเทศซูดาน ต่อมามีการนำเข้ามาในประเทศแถบเขตร้อนของเอเชียและประเทศแถบลาตินอเมริกา และในปัจจุบันมีมากในเม็กซิโกชื่อมะขามในภาคต่าง ๆ เรียก มะขามไทย ภาคกลาง ขาม ภาคใต้ ตะลูบ โคราช ม่วงโคล้ง (กะเหรี่ยง-กาญจนบุรี) อำเปียล เขมร จังหวัดสุรินทร์ ในภาษาอังกฤษใช้คำว่า tamarind ซึ่งมาจากภาษาอาหรับ:تمر هندي (tamr hindī) แปลว่า Indian date,เพื่อให้ต้นไม้มีการเจริญเติบโตได้อย่างดี อยู่กับคุณไปนานๆ คุณก็ควรดูแลต้นไม้ให้ถูกวิธี โดยการเลือกดินให้เหมาะสมกับชนิดพืช ใส่กรวดลงไปในดินบ้างเพื่อให้ช่วยยึดพืช พร้อมเพิ่มช่องว่างให้อากาศและน้ำถ่ายเทได้อย่างสะดวก ไม่ขังอยู่ในกระถางจนรากเน่าตาย และควรรดน้ำกับความต้องการของต้นไม้ และนำไปตากแดดบ้าง เพื่อให้พืชได้รับแสงอาทิตย์ไว้คอยสังเคราะห์แสง แต่ถึงกระนั้นก็ไม่ควรตั้งกระถางต้นไม้ในที่ร้อนจัดหรือโดนแดดแรงจัดๆอย่างตรงๆมากเกินไป ส่วนพื้นที่มีลมแรงมาก ๆ ก็ไม่เหมาะ เนื่องจากอาจจะทำให้ลำต้นเอียงได้
มะดัน (ชื่อวิทยาศาสตร์: Garcinia schomburgkiana pierre.) หรือส้มไม่รู้ถอย หรือส้มมะดัน เป็น ผลไม้ที่เป็นประเภทไม้ยืนต้น ไม่ผลัดใบ อยู่ในวงศ์ GUTTIFERAE มีกิ่งก้านเล็ก ๆ จำนวนมาก โคนกิ่งเล็กเป็นเต้านูน บางต้นมีกิ่งเล็ก ๆ งอกสานกันคล้ายรังนก เรียกรกมะดัน ใบเดี่ยวรูปไข่ ปลายแหลม ดอกสีเขียว ผลมะดันนั้นมีลักษณะที่ยาวรีสีเขียวและเปรี้ยวจัด เป็นผลไม้ที่มีวิตามินซีสูง เปลือกหุ้มเมล็ดแข็งและขรุขระ,เพื่อให้ต้นไม้มีการเจริญเติบโตได้อย่างดี อยู่กับคุณไปนานๆ คุณก็ควรดูแลต้นไม้ให้ถูกวิธี โดยการเลือกดินให้เหมาะสมกับชนิดพืช ใส่กรวดลงไปในดินบ้างเพื่อให้ช่วยยึดพืช พร้อมเพิ่มช่องว่างให้อากาศและน้ำถ่ายเทได้อย่างสะดวก ไม่ขังอยู่ในกระถางจนรากเน่าตาย และควรรดน้ำกับความต้องการของต้นไม้ และนำไปตากแดดบ้าง เพื่อให้พืชได้รับแสงอาทิตย์ไว้คอยสังเคราะห์แสง แต่ถึงกระนั้นก็ไม่ควรตั้งกระถางต้นไม้ในที่ร้อนจัดหรือโดนแดดแรงจัดๆอย่างตรงๆมากเกินไป ส่วนพื้นที่มีลมแรงมาก ๆ ก็ไม่เหมาะ เนื่องจากอาจจะทำให้ลำต้นเอียงได้
"มะตูม มีชื่อวิทยาศาสตร์ว่า Aegle marmelos ภาคเหนือเรียกว่า มะปิน ภาคใต้เรียกว่า กะทันตาเถร, ตูม และตุ่มตัง ภาคอีสานเรียกว่า หมากตูม ภาษาเขมรเรียกว่า พะโนงค์ ชาวกะเหรี่ยงเรียกว่า มะปีส่า[1] เป็นไม้ผลยืนต้นพื้นเมืองของอนุทวีปอินเดียและเอเชียตะวันออกเฉียงใต้[2] มีการเพาะปลูกทั่วไปในอินเดีย รวมทั้งในศรีลังกา แหลมมลายูตอนเหนือ เกาะชวา และฟิลิปปินส์ จัดเป็นพืชเพียงสปีชีส์เดียวที่อยู่ในจีนัส Aegle",เพื่อให้ต้นไม้มีการเจริญเติบโตได้อย่างดี อยู่กับคุณไปนานๆ คุณก็ควรดูแลต้นไม้ให้ถูกวิธี โดยการเลือกดินให้เหมาะสมกับชนิดพืช ใส่กรวดลงไปในดินบ้างเพื่อให้ช่วยยึดพืช พร้อมเพิ่มช่องว่างให้อากาศและน้ำถ่ายเทได้อย่างสะดวก ไม่ขังอยู่ในกระถางจนรากเน่าตาย และควรรดน้ำกับความต้องการของต้นไม้ และนำไปตากแดดบ้าง เพื่อให้พืชได้รับแสงอาทิตย์ไว้คอยสังเคราะห์แสง แต่ถึงกระนั้นก็ไม่ควรตั้งกระถางต้นไม้ในที่ร้อนจัดหรือโดนแดดแรงจัดๆอย่างตรงๆมากเกินไป ส่วนพื้นที่มีลมแรงมาก ๆ ก็ไม่เหมาะ เนื่องจากอาจจะทำให้ลำต้นเอียงได้
กระท้อน เป็นไม้ผลเขตร้อนยืนต้นในวงศ์กระท้อน (Meliaceae) ที่มีถิ่นกำเนิดอยู่ในบริเวณเอเชียตะวันออกเฉียงใต้ ผลกระท้อนมีสีสะดุดตา เป็นต้นไม้ที่ทนแล้งได้ดี,เพื่อให้ต้นไม้มีการเจริญเติบโตได้อย่างดี อยู่กับคุณไปนานๆ คุณก็ควรดูแลต้นไม้ให้ถูกวิธี โดยการเลือกดินให้เหมาะสมกับชนิดพืช ใส่กรวดลงไปในดินบ้างเพื่อให้ช่วยยึดพืช พร้อมเพิ่มช่องว่างให้อากาศและน้ำถ่ายเทได้อย่างสะดวก ไม่ขังอยู่ในกระถางจนรากเน่าตาย และควรรดน้ำกับความต้องการของต้นไม้ และนำไปตากแดดบ้าง เพื่อให้พืชได้รับแสงอาทิตย์ไว้คอยสังเคราะห์แสง แต่ถึงกระนั้นก็ไม่ควรตั้งกระถางต้นไม้ในที่ร้อนจัดหรือโดนแดดแรงจัดๆอย่างตรงๆมากเกินไป ส่วนพื้นที่มีลมแรงมาก ๆ ก็ไม่เหมาะ เนื่องจากอาจจะทำให้ลำต้นเอียงได้
